mc_number,mc_number_anon,doi,Journal,doi_article_prefix,container.title,published.print,issue,title,volume,author,issn,year,match,mc_prefix
AER-2021-1158,NA,10.1257/aer.20211158,AER,NA,American Economic Review,2022-12-01,12,Learning from Manipulable Signals,112,,0002-8282,2022,TRUE,AER
AER-2017-2018,NA,10.1257/aer.20172018,AER,NA,American Economic Review,2018-09-01,9,A Price Theory of Multi-Sided Platforms: Comment,108,,0002-8282,2018,TRUE,AER
AER-2016-1441,NA,10.1257/aer.20161441,AER,NA,American Economic Review,2019-03-01,3,Persuasion: The Art of Changing Worldviews,109,,0002-8282,2019,TRUE,AER
AER-2020-0829,NA,10.1257/aer.20200829,AER,NA,American Economic Review,2021-07-01,7,Market Fragmentation,111,,0002-8282,2021,TRUE,AER
AER-2.4.-1075,NA,10.1257/aer.112.4.1075,AER,NA,American Economic Review,2022-04-01,4,Who Set Your Wage?,112,,0002-8282,2022,TRUE,AER
AER-2018-0517,NA,10.1257/aer.20180517,AER,NA,American Economic Review,2021-09-01,9,The Risk-Adjusted Carbon Price,111,,0002-8282,2021,TRUE,AER
AER-2018-0771,NA,10.1257/aer.20180771,AER,NA,American Economic Review,2019-11-01,11,Market Failure in Kidney Exchange,109,,0002-8282,2019,TRUE,AER
AER-2022-0357,NA,10.1257/aer.20220357,AER,NA,American Economic Review,2023-05-01,5,Smart Contracts and the Coase Conjecture,113,,0002-8282,2023,TRUE,AER
AER-2021-0616,NA,10.1257/aer.20210616,AER,NA,American Economic Review,2022-04-01,4,Selling Consumer Data for Profit: Optimal ­Market-Segmentation Design and Its Consequences,112,,0002-8282,2022,TRUE,AER
AER-2020-1692,NA,10.1257/aer.20201692,AER,NA,American Economic Review,2021-09-01,9,Justified Communication Equilibrium,111,,0002-8282,2021,TRUE,AER
AER-2019-0197,NA,10.1257/aer.20190197,AER,NA,American Economic Review,2021-09-01,9,Implementation by Vote-Buying Mechanisms,111,,0002-8282,2021,TRUE,AER
AER-2018-1606,NA,10.1257/aer.20181606,AER,NA,American Economic Review,2020-03-01,3,The Race to the Base,110,,0002-8282,2020,TRUE,AER
AER-2018-0019,NA,10.1257/aer.20180019,AER,NA,American Economic Review,2019-03-01,3,The Quanto Theory of Exchange Rates,109,,0002-8282,2019,TRUE,AER
AER-2017-1735,NA,10.1257/aer.20171735,AER,NA,American Economic Review,2019-02-01,2,The Social Value of Financial Expertise,109,,0002-8282,2019,TRUE,AER
AER-2015-1147,NA,10.1257/aer.20151147,AER,NA,American Economic Review,2021-01-01,1,The Distributional Consequences of Public School Choice,111,,0002-8282,2021,TRUE,AER
AER-2014-0773,NA,10.1257/aer.20140773,AER,NA,American Economic Review,2019-10-01,10,Competition and Strategic Incentives in the Market for Credit Ratings: Empirics of the Financial Crisis of 2007,109,,0002-8282,2019,TRUE,AER
AER-2016-1996,NA,10.1257/aer.20161996,AER,NA,American Economic Review,2018-09-01,9,Forward Guidance without Common Knowledge,108,,0002-8282,2018,TRUE,AER
AER-2013-0470,NA,10.1257/aer.20130470,AER,NA,American Economic Review,2018-11-01,11,"Innovation, Reallocation, and Growth",108,,0002-8282,2018,TRUE,AER
AER-2017-2015,NA,10.1257/aer.20172015,AER,NA,American Economic Review,2019-12-01,12,Does Strategic Ability Affect Efficiency? Evidence from Electricity Markets,109,,0002-8282,2019,TRUE,AER
AER-2015-1604,NA,10.1257/aer.20151604,AER,NA,American Economic Review,2018-10-01,10,"Housing Booms and Busts, Labor Market Opportunities, and College Attendance",108,,0002-8282,2018,TRUE,AER
AER-1.6.-2049,NA,10.1257/aer.111.6.2049,AER,NA,American Economic Review,2021-06-01,6,REPORT OF INDEPENDENT AUDITOR,111,,0002-8282,2021,TRUE,AER
AER-2016-0404,NA,10.1257/aer.20160404,AER,NA,American Economic Review,2019-05-01,5,Differentiated Durable Goods Monopoly: A Robust Coase Conjecture,109,,0002-8282,2019,TRUE,AER
AER-2015-1047,NA,10.1257/aer.20151047,AER,NA,American Economic Review,2018-06-01,6,Legal Origins and Female HIV,108,,0002-8282,2018,TRUE,AER
AER-2022-1297,NA,10.1257/aer.20221297,AER,NA,American Economic Review,2024-07-01,7,Information Choice in Auctions,114,,0002-8282,2024,TRUE,AER
AER-2018-0427,NA,10.1257/aer.20180427,AER,NA,American Economic Review,2020-07-01,7,"Relational Contracting, Negotiation, and External Enforcement",110,,0002-8282,2020,TRUE,AER
AER-2015-1045,NA,10.1257/aer.20151045,AER,NA,American Economic Review,2018-06-01,6,Real Exchange Rates and Sectoral Productivity in the Eurozone,108,,0002-8282,2018,TRUE,AER
AER-2022-0199,NA,10.1257/aer.20220199,AER,NA,American Economic Review,2023-03-01,3,Nonlinear Pricing with Underutilization: A Theory of Multi-part Tariffs,113,,0002-8282,2023,TRUE,AER
AER-2024-0339,NA,10.1257/aer.20240339,AER,NA,American Economic Review,2025-12-01,12,Allocation Mechanisms with Mixture-Averse Preferences,115,,0002-8282,2025,TRUE,AER
AER-2016-0575,NA,10.1257/aer.20160575,AER,NA,American Economic Review,2018-07-01,7,The Persistence of Local Joblessness,108,,0002-8282,2018,TRUE,AER
AER-2020-0212,NA,10.1257/aer.20200212,AER,NA,American Economic Review,2022-03-01,3,Designing Deadlines,112,,0002-8282,2022,TRUE,AER
AER-2016-0091,NA,10.1257/aer.20160091,AER,NA,American Economic Review,2018-01-01,1,The Micro Origins of International Business-Cycle Comovement,108,,0002-8282,2018,TRUE,AER
AER-2016-0675,NA,10.1257/aer.20160675,AER,NA,American Economic Review,2018-01-01,1,Bid Shading and Bidder Surplus in the US Treasury Auction System,108,,0002-8282,2018,TRUE,AER
AER-2015-1606,NA,10.1257/aer.20151606,AER,NA,American Economic Review,2018-02-01,2,Option-Based Credit Spreads,108,,0002-8282,2018,TRUE,AER
AER-2014-1772,NA,10.1257/aer.20141772,AER,NA,American Economic Review,2020-03-01,3,Segmented Housing Search,110,,0002-8282,2020,TRUE,AER
AER-2017-1484,NA,10.1257/aer.20171484,AER,NA,American Economic Review,2019-07-01,7,Incentives and the Supply of Effective Charter Schools,109,,0002-8282,2019,TRUE,AER
AER-3.7.-2053,NA,10.1257/aer.113.7.2053,AER,NA,American Economic Review,2023-07-01,7,Retraction of “Dividend Taxes and the Allocation of Capital”,113,,0002-8282,2023,TRUE,AER
AER-2016-1491,NA,10.1257/aer.20161491,AER,NA,American Economic Review,2020-03-01,3,Endogenous Monitoring in a Partnership Game,110,,0002-8282,2020,TRUE,AER
AER-2015-1485,NA,10.1257/aer.20151485,AER,NA,American Economic Review,2018-03-01,3,Advertising and Risk Selection in Health Insurance Markets,108,,0002-8282,2018,TRUE,AER
AER-2018-1480,NA,10.1257/aer.20181480,AER,NA,American Economic Review,2019-11-01,11,Strategy Choice in the Infinitely Repeated Prisoner’s Dilemma,109,,0002-8282,2019,TRUE,AER
AER-2016-1661,NA,10.1257/aer.20161661,AER,NA,American Economic Review,2019-09-01,9,Bank Networks and Systemic Risk: Evidence from the National Banking Acts,109,,0002-8282,2019,TRUE,AER
AER-2017-0765,NA,10.1257/aer.20170765,AER,NA,American Economic Review,2018-06-01,6,Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion,108,,0002-8282,2018,TRUE,AER
AER-2022-1605,NA,10.1257/aer.20221605,AER,NA,American Economic Review,2024-01-01,1,Competing to Commit: Markets with Rational Inattention,114,,0002-8282,2024,TRUE,AER
AER-2016-0177,NA,10.1257/aer.20160177,AER,NA,American Economic Review,2018-03-01,3,Just Starting Out: Learning and Equilibrium in a New Market,108,,0002-8282,2018,TRUE,AER
AER-2017-0627,NA,10.1257/aer.20170627,AER,NA,American Economic Review,2019-01-01,1,An Economic Analysis of Privacy Protection and Statistical Accuracy as Social Choices,109,,0002-8282,2019,TRUE,AER
AER-2017-0404,NA,10.1257/aer.20170404,AER,NA,American Economic Review,2018-06-01,6,Enfranchising Your Own? Experimental Evidence on Bureaucrat Diversity and Election Bias in India,108,,0002-8282,2018,TRUE,AER
AER-2017-0237,NA,10.1257/aer.20170237,AER,NA,American Economic Review,2019-02-01,2,Recovery from the Great Depression: The Farm Channel in Spring 1933,109,,0002-8282,2019,TRUE,AER
AER-2016-0216,NA,10.1257/aer.20160216,AER,NA,American Economic Review,2019-04-01,4,A Model of Safe Asset Determination,109,,0002-8282,2019,TRUE,AER
AER-2020-0068,NA,10.1257/aer.20200068,AER,NA,American Economic Review,2020-12-01,12,A Few Bad Apples Spoil the Barrel: An Anti-Folk Theorem for Anonymous Repeated Games with Incomplete Information,110,,0002-8282,2020,TRUE,AER
AER-2014-1406,NA,10.1257/aer.20141406,AER,NA,American Economic Review,2018-04-01,4-5,"Family Ruptures, Stress, and the Mental Health of the Next Generation",108,,0002-8282,2018,TRUE,AER
AER-2016-1553,NA,10.1257/aer.20161553,AER,NA,American Economic Review,2018-02-01,2,Lying Aversion and the Size of the Lie,108,,0002-8282,2018,TRUE,AER
AER-2018-0279,NA,10.1257/aer.20180279,AER,NA,American Economic Review,2019-12-01,12,The Mortality and Medical Costs of Air Pollution: Evidence from Changes in Wind Direction,109,,0002-8282,2019,TRUE,AER
AER-2017-0156,NA,10.1257/aer.20170156,AER,NA,American Economic Review,2020-06-01,6,The Elephant in the Room: The Impact of Labor Obligations on Credit Markets,110,,0002-8282,2020,TRUE,AER
AER-2020-1026,NA,10.1257/aer.20201026,AER,NA,American Economic Review,2022-05-01,5,Bargaining over Contingent Contracts under Incomplete Information,112,,0002-8282,2022,TRUE,AER
AER-2016-1488,NA,10.1257/aer.20161488,AER,NA,American Economic Review,2019-01-01,1,Optimal Regulation of Financial Intermediaries,109,,0002-8282,2019,TRUE,AER
AER-2017-2020,NA,10.1257/aer.20172020,AER,NA,American Economic Review,2019-02-01,2,When Britain Turned Inward: The Impact of Interwar British Protection,109,,0002-8282,2019,TRUE,AER
AER-2017-1745,NA,10.1257/aer.20171745,AER,NA,American Economic Review,2019-08-01,8,Missing Growth from Creative Destruction,109,,0002-8282,2019,TRUE,AER
AER-2023-0455,NA,10.1257/aer.20230455,AER,NA,American Economic Review,2025-09-01,9,Nested Bundling,115,,0002-8282,2025,TRUE,AER
AER-2019-0283,NA,10.1257/aer.20190283,AER,NA,American Economic Review,2020-05-01,5,A Model of Complex Contracts,110,,0002-8282,2020,TRUE,AER
AER-2021-1125,NA,10.1257/aer.20211125,AER,NA,American Economic Review,2022-10-01,10,Demagogues and the Economic Fragility of Democracies,112,,0002-8282,2022,TRUE,AER
AER-2017-0721,NA,10.1257/aer.20170721,AER,NA,American Economic Review,2019-10-01,10,Is Inflation Default? The Role of Information in Debt Crises,109,,0002-8282,2019,TRUE,AER
AER-2016-0816,NA,10.1257/aer.20160816,AER,NA,American Economic Review,2018-04-01,4-5,The Optimal Timing of Unemployment Benefits: Theory and Evidence from Sweden,108,,0002-8282,2018,TRUE,AER
AER-10.4-.943,NA,10.1257/aer.110.4.943,AER,NA,American Economic Review,2020-04-01,4,The New Tools of Monetary Policy,110,,0002-8282,2020,TRUE,AER
AER-2018-0773,NA,10.1257/aer.20180773,AER,NA,American Economic Review,2019-05-01,5,Revenue Guarantee Equivalence,109,,0002-8282,2019,TRUE,AER
AER-2021-1524,NA,10.1257/aer.20211524,AER,NA,American Economic Review,2023-01-01,1,Unobserved-Offers Bargaining,113,,0002-8282,2023,TRUE,AER
AER-2017-0748,NA,10.1257/aer.20170748,AER,NA,American Economic Review,2018-06-01,6,Escaping Malthus: Economic Growth and Fertility Change in the Developing World,108,,0002-8282,2018,TRUE,AER
AER-2019-0234,NA,10.1257/aer.20190234,AER,NA,American Economic Review,2020-03-01,3,Raising Capital from Heterogeneous Investors,110,,0002-8282,2020,TRUE,AER
AER-2017-1400,NA,10.1257/aer.20171400,AER,NA,American Economic Review,2019-11-01,11,"Monetary Policy, Bounded Rationality, and Incomplete Markets",109,,0002-8282,2019,TRUE,AER
AER-2016-1352,NA,10.1257/aer.20161352,AER,NA,American Economic Review,2018-10-01,10,Moved to Opportunity: The Long-Run Effects of Public Housing Demolition on Children,108,,0002-8282,2018,TRUE,AER
AER-2018-0098,NA,10.1257/aer.20180098,AER,NA,American Economic Review,2019-12-01,12,The Term Structure of Currency Carry Trade Risk Premia,109,,0002-8282,2019,TRUE,AER
AER-2015-1317,NA,10.1257/aer.20151317,AER,NA,American Economic Review,2019-04-01,4,Large Firm Dynamics and the Business Cycle,109,,0002-8282,2019,TRUE,AER
AER-2023-1529,NA,10.1257/aer.20231529,AER,NA,American Economic Review,2025-05-01,5,Risk Aversion and Insurance Propensity,115,,0002-8282,2025,TRUE,AER
AER-2019-0780,NA,10.1257/aer.20190780,AER,NA,American Economic Review,2020-09-01,9,Job Matching under Constraints,110,,0002-8282,2020,TRUE,AER
AER-2019-1321,NA,10.1257/aer.20191321,AER,NA,American Economic Review,2021-08-01,8,Mediation in Reputational Bargaining,111,,0002-8282,2021,TRUE,AER
AER-2017-0159,NA,10.1257/aer.20170159,AER,NA,American Economic Review,2019-08-01,8,Crises: Equilibrium Shifts and Large Shocks,109,,0002-8282,2019,TRUE,AER
AER-2021-1137,NA,10.1257/aer.20211137,AER,NA,American Economic Review,2025-02-01,2,Hedging When Applying: Simultaneous Search with Correlation,115,,0002-8282,2025,TRUE,AER
AER-2016-1434,NA,10.1257/aer.20161434,AER,NA,American Economic Review,2019-06-01,6,Tourism and Economic Development: Evidence from Mexico’s Coastline,109,,0002-8282,2019,TRUE,AER
AER-2021-0410,NA,10.1257/aer.20210410,AER,NA,American Economic Review,2024-06-01,6,Welfare Comparisons for Biased Learning,114,,0002-8282,2024,TRUE,AER
AER-2018-1714,NA,10.1257/aer.20181714,AER,NA,American Economic Review,2019-11-01,11,Incentivized Resume Rating: Eliciting Employer Preferences without Deception,109,,0002-8282,2019,TRUE,AER
AER-2020-1718,NA,10.1257/aer.20201718,AER,NA,American Economic Review,2022-05-01,5,Bargaining over a Divisible Good in the Market for Lemons,112,,0002-8282,2022,TRUE,AER
AER-2016-0970,NA,10.1257/aer.20160970,AER,NA,American Economic Review,2018-02-01,2,An Efficient Ascending-Bid Auction for Multiple Objects: Comment,108,,0002-8282,2018,TRUE,AER
AER-2016-1492,NA,10.1257/aer.20161492,AER,NA,American Economic Review,2018-02-01,2,Certified Random: A New Order for Coauthorship,108,,0002-8282,2018,TRUE,AER
AER-2017-1034,NA,10.1257/aer.20171034,AER,NA,American Economic Review,2020-01-01,1,Diffusing Coordination Risk,110,,0002-8282,2020,TRUE,AER
AER-2017-1722,NA,10.1257/aer.20171722,AER,NA,American Economic Review,2019-06-01,6,Test Design and Minimum Standards,109,,0002-8282,2019,TRUE,AER
AER-2015-1057,NA,10.1257/aer.20151057,AER,NA,American Economic Review,2019-05-01,5,Incentivizing Better Quality of Care: The Role of Medicaid and Competition in the Nursing Home Industry,109,,0002-8282,2019,TRUE,AER
AER-2017-0413,NA,10.1257/aer.20170413,AER,NA,American Economic Review,2018-10-01,10,Testing Efficient Risk Sharing with Heterogeneous Risk Preferences: Comment,108,,0002-8282,2018,TRUE,AER
AER-2016-1038,NA,10.1257/aer.20161038,AER,NA,American Economic Review,2018-02-01,2,The Economic Consequences of Hospital Admissions,108,,0002-8282,2018,TRUE,AER
AER-2016-0133,NA,10.1257/aer.20160133,AER,NA,American Economic Review,2018-03-01,3,How Does Household Income Affect Child Personality Traits and Behaviors?,108,,0002-8282,2018,TRUE,AER
AER-2017-1765,NA,10.1257/aer.20171765,AER,NA,American Economic Review,2019-06-01,6,The Impact of Media Censorship: 1984 or Brave New World?,109,,0002-8282,2019,TRUE,AER
AER-2016-0696,NA,10.1257/aer.20160696,AER,NA,American Economic Review,2018-06-01,6,"The Race between Man and Machine: Implications of Technology for Growth, Factor Shares, and Employment",108,,0002-8282,2018,TRUE,AER
AER-2017-0973,NA,10.1257/aer.20170973,AER,NA,American Economic Review,2019-07-01,7,"Capital Accumulation, Private Property, and Rising Inequality in China, 1978–2015",109,,0002-8282,2019,TRUE,AER
AER-8.6.-1598,NA,10.1257/aer.108.6.1598,AER,NA,American Economic Review,2018-06-01,6,Independent Auditor’s Report,108,,0002-8282,2018,TRUE,AER
AER-2022-0699,NA,10.1257/aer.20220699,AER,NA,American Economic Review,2023-09-01,9,Choice-Screen Auctions,113,,0002-8282,2023,TRUE,AER
AER-2016-1457,NA,10.1257/aer.20161457,AER,NA,American Economic Review,2019-12-01,12,Sovereign Debt and Structural Reforms,109,,0002-8282,2019,TRUE,AER
AER-9.6.-2015,NA,10.1257/aer.109.6.2015,AER,NA,American Economic Review,2019-06-01,6,Can We Control Carbon Dioxide? (from 1975),109,,0002-8282,2019,TRUE,AER
JEL-2.80-7.r1,NA,10.1257/jel.62.2.807.r1,JEL,NA,Journal of Economic Literature,2024-06-01,2,Schooled and Sorted: How Educational Categories Create Inequality,62,,2328-8175,2024,TRUE,JEL
JEL-2024-1351,NA,10.1257/jel.20241351,JEL,NA,Journal of Economic Literature,2025-03-01,1,Data Engineering for Cognitive Economics,63,,2328-8175,2025,TRUE,JEL
JEL-2.69-3.r2,NA,10.1257/jel.63.2.693.r2,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Bessy, Christian. Expropriation by Law: Intellectual Property, Value and Labor",63,,2328-8175,2025,TRUE,JEL
JEL-63.2-.771,NA,10.1257/jel.63.2.771,JEL,NA,Journal of Economic Literature,2025-06-01,2,JEL Classification System,63,,2328-8175,2025,TRUE,JEL
JEL-2024-1770,NA,10.1257/jel.20241770,JEL,NA,Journal of Economic Literature,2025-09-01,3,A Review Essay of <i>The Economics of Structural Racism</i> by Patrick Mason,63,,2328-8175,2025,TRUE,JEL
JEL-.109-0.r4,NA,10.1257/jel.63.3.1090.r4,JEL,NA,Journal of Economic Literature,2025-09-01,3,"Geisst, Charles R. Just Price in the Markets: A History",63,,2328-8175,2025,TRUE,JEL
JEL-2024-1678,NA,10.1257/jel.20241678,JEL,NA,Journal of Economic Literature,2024-12-01,4,Should They Compete or Should They Cooperate? The View of Agency Theory,62,,2328-8175,2024,TRUE,JEL
JEL-2.80-7.r2,NA,10.1257/jel.62.2.807.r2,JEL,NA,Journal of Economic Literature,2024-06-01,2,Plagues upon the Earth: Disease and the Course of Human History,62,,2328-8175,2024,TRUE,JEL
JEL-2.3.-1329,NA,10.1257/jel.62.3.1329,JEL,NA,Journal of Economic Literature,2024-09-01,3,JEL Classification System,62,,2328-8175,2024,TRUE,JEL
JEL-2.80-7.r7,NA,10.1257/jel.62.2.807.r7,JEL,NA,Journal of Economic Literature,2024-06-01,2,The Crisis of Democratic Capitalism,62,,2328-8175,2024,TRUE,JEL
JEL-2.69-3.r1,NA,10.1257/jel.63.2.693.r1,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Bauer, Jean-Martin. The New Breadline: Hunger and Hope in the Twenty-First Century",63,,2328-8175,2025,TRUE,JEL
JEL-2024-1472,NA,10.1257/jel.20241472,JEL,NA,Journal of Economic Literature,2024-09-01,3,Information Cascades and Social Learning,62,,2328-8175,2024,TRUE,JEL
JEL-.168-2.r5,NA,10.1257/jel.62.4.1682.r5,JEL,NA,Journal of Economic Literature,2024-12-01,4,When Nations Can't Default: A History of War Reparations and Sovereign Debt,62,,2328-8175,2024,TRUE,JEL
JEL-63.2-.708,NA,10.1257/jel.63.2.708,JEL,NA,Journal of Economic Literature,2025-06-01,2,Annotated Listing of New Books,63,,2328-8175,2025,TRUE,JEL
JEL-63.2-.693,NA,10.1257/jel.63.2.693,JEL,NA,Journal of Economic Literature,2025-06-01,2,Book Reviews,63,,2328-8175,2025,TRUE,JEL
JEL-2.69-3.r6,NA,10.1257/jel.63.2.693.r6,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Neal, Larry. The Forgotten Financiers of the Louisiana Purchase: European Bankers, the US, and the Rise of International Finance",63,,2328-8175,2025,TRUE,JEL
JEL-2023-1666,NA,10.1257/jel.20231666,JEL,NA,Journal of Economic Literature,2024-09-01,3,Religion and Growth,62,,2328-8175,2024,TRUE,JEL
JEL-.168-2.r2,NA,10.1257/jel.62.4.1682.r2,JEL,NA,Journal of Economic Literature,2024-12-01,4,The Promise and Peril of Entrepreneurship: Job Creation and Survival among US Startups,62,,2328-8175,2024,TRUE,JEL
JEL-.168-2.r3,NA,10.1257/jel.62.4.1682.r3,JEL,NA,Journal of Economic Literature,2024-12-01,4,Border Economies: Cities Bridging the U.S.—Mexico Divide,62,,2328-8175,2024,TRUE,JEL
JEL-3.3.-1111,NA,10.1257/jel.63.3.1111,JEL,NA,Journal of Economic Literature,2025-09-01,3,Annotated Listing of New Books,63,,2328-8175,2025,TRUE,JEL
JEL-2024-1761,NA,10.1257/jel.20241761,JEL,NA,Journal of Economic Literature,2024-12-01,4,Can Massive Technological Progress Hurt Workers? A Review of <i>Power and Progress</i> by Daron Acemoglu and Simon Johnson,62,,2328-8175,2024,TRUE,JEL
JEL-.125-6.r5,NA,10.1257/jel.62.3.1256.r5,JEL,NA,Journal of Economic Literature,2024-09-01,3,Precarious Ties: Business and the State in Authoritarian Asia,62,,2328-8175,2024,TRUE,JEL
JEL-2024-1699,NA,10.1257/jel.20241699,JEL,NA,Journal of Economic Literature,2024-12-01,4,Soviet Mathematics and Economic Theory in the Past Century: A Historical Reappraisal,62,,2328-8175,2024,TRUE,JEL
JEL-.168-2.r1,NA,10.1257/jel.62.4.1682.r1,JEL,NA,Journal of Economic Literature,2024-12-01,4,How Sanctions Work: Iran and the Impact of Economic Warfare,62,,2328-8175,2024,TRUE,JEL
JEL-2025-1659,NA,10.1257/jel.20251659,JEL,NA,Journal of Economic Literature,2025-09-01,3,Housing and Inequality,63,,2328-8175,2025,TRUE,JEL
JEL-1.30-6.r3,NA,10.1257/jel.63.1.306.r3,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Caldwell, Bruce and Hansjoerg Klausinger. Hayek: A Life 1899–1950; Yadav, Vikash. Liberalism's Last Man: Hayek in the Age of Political Capitalism",63,,2328-8175,2025,TRUE,JEL
JEL-1.30-6.r2,NA,10.1257/jel.63.1.306.r2,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Banzhaf, H. Spencer. Pricing the Priceless: A History of Environmental Economics",63,,2328-8175,2025,TRUE,JEL
JEL-2.80-7.r5,NA,10.1257/jel.62.2.807.r5,JEL,NA,Journal of Economic Literature,2024-06-01,2,The Golden Passport: Global Mobility for Millionaires,62,,2328-8175,2024,TRUE,JEL
JEL-2024-1734,NA,10.1257/jel.20241734,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Of Markets and Marriages: A Multidisciplinary, Multi-book Review Essay of Recent Work on the Causes of US Poverty",63,,2328-8175,2025,TRUE,JEL
JEL-2023-1724,NA,10.1257/jel.20231724,JEL,NA,Journal of Economic Literature,2025-03-01,1,<i>How the World Became Rich</i> by Mark Koyama and Jared Rubin and <i>Slouching Towards Utopia</i> by J. Bradford DeLong: A Review Essay,63,,2328-8175,2025,TRUE,JEL
JEL-2.4.-1767,NA,10.1257/jel.62.4.1767,JEL,NA,Journal of Economic Literature,2024-12-01,4,Doctoral Dissertations in Economics One-Hundred-Twenty-First Annual List,62,,2328-8175,2024,TRUE,JEL
JEL-2023-1700,NA,10.1257/jel.20231700,JEL,NA,Journal of Economic Literature,2024-09-01,3,A Journey into Harold Hotelling’s Economics,62,,2328-8175,2024,TRUE,JEL
JEL-1.30-6.r1,NA,10.1257/jel.63.1.306.r1,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Armstrong, Mary A. and Susan L. Averett. Disparate Measures: The Intersectional Economics of Women in STEM Work",63,,2328-8175,2025,TRUE,JEL
JEL-.168-2.r6,NA,10.1257/jel.62.4.1682.r6,JEL,NA,Journal of Economic Literature,2024-12-01,4,"The Divine Economy: How Religions Compete for Wealth, Power, and People",62,,2328-8175,2024,TRUE,JEL
JEL-1.30-6.r7,NA,10.1257/jel.63.1.306.r7,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Kaczynski, Steve and Scott Duke Kominers. The Everything Token: How NFTs and Web3 Will Transform the Way We Buy, Sell, and Create",63,,2328-8175,2025,TRUE,JEL
JEL-62.2-.870,NA,10.1257/jel.62.2.870,JEL,NA,Journal of Economic Literature,2024-06-01,2,<i>JEL Classification System</i>,62,,2328-8175,2024,TRUE,JEL
JEL-.109-0.r8,NA,10.1257/jel.63.3.1090.r8,JEL,NA,Journal of Economic Literature,2025-09-01,3,"Mshomba, Richard E. Africa and Preferential Trade: An Unpredictable Path for Development",63,,2328-8175,2025,TRUE,JEL
JEL-2024-1665,NA,10.1257/jel.20241665,JEL,NA,Journal of Economic Literature,2025-09-01,3,The Economics of Attention,63,,2328-8175,2025,TRUE,JEL
JEL-.125-6.r4,NA,10.1257/jel.62.3.1256.r4,JEL,NA,Journal of Economic Literature,2024-09-01,3,The Wealth of a Nation: Institutional Foundations of English Capitalism,62,,2328-8175,2024,TRUE,JEL
JEL-2.4.-1751,NA,10.1257/jel.62.4.1751,JEL,NA,Journal of Economic Literature,2024-12-01,4,JEL Classification System,62,,2328-8175,2024,TRUE,JEL
JEL-63.1-.381,NA,10.1257/jel.63.1.381,JEL,NA,Journal of Economic Literature,2025-03-01,1,JEL Classification System,63,,2328-8175,2025,TRUE,JEL
JEL-2024-1737,NA,10.1257/jel.20241737,JEL,NA,Journal of Economic Literature,2025-06-01,2,Consumer Credit Reporting Data,63,,2328-8175,2025,TRUE,JEL
JEL-2022-1494,NA,10.1257/jel.20221494,JEL,NA,Journal of Economic Literature,2024-06-01,2,The Political Economics of Non-democracy,62,,2328-8175,2024,TRUE,JEL
JEL-63.1-.323,NA,10.1257/jel.63.1.323,JEL,NA,Journal of Economic Literature,2025-03-01,1,Annotated Listing of New Books,63,,2328-8175,2025,TRUE,JEL
JEL-.109-0.r6,NA,10.1257/jel.63.3.1090.r6,JEL,NA,Journal of Economic Literature,2025-09-01,3,"Kaplow, Louis. Rethinking Merger Analysis",63,,2328-8175,2025,TRUE,JEL
JEL-2.69-3.r5,NA,10.1257/jel.63.2.693.r5,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Muralidharan, Karthik. Accelerating India’s Development: A State-Led Roadmap for Effective Governance",63,,2328-8175,2025,TRUE,JEL
JEL-2022-1534,NA,10.1257/jel.20221534,JEL,NA,Journal of Economic Literature,2024-06-01,2,Nonparametric Approaches to Empirical Welfare Analysis,62,,2328-8175,2024,TRUE,JEL
JEL-.109-0.r1,NA,10.1257/jel.63.3.1090.r1,JEL,NA,Journal of Economic Literature,2025-09-01,3,"Downey, Leah. Our Money: Monetary Policy as if Democracy Matters",63,,2328-8175,2025,TRUE,JEL
JEL-.125-6.r1,NA,10.1257/jel.62.3.1256.r1,JEL,NA,Journal of Economic Literature,2024-09-01,3,"The World of Sugar: How the Sweet Stuff Transformed Our Politics, Health, and Environment over 2,000 Years",62,,2328-8175,2024,TRUE,JEL
JEL-.125-6.r3,NA,10.1257/jel.62.3.1256.r3,JEL,NA,Journal of Economic Literature,2024-09-01,3,Career and Family: Women's Century-Long Journey toward Equity,62,,2328-8175,2024,TRUE,JEL
JEL-1.30-6.r5,NA,10.1257/jel.63.1.306.r5,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Drott, Eric. Streaming Music, Streaming Capital",63,,2328-8175,2025,TRUE,JEL
JEL-1.30-6.r4,NA,10.1257/jel.63.1.306.r4,JEL,NA,Journal of Economic Literature,2025-03-01,1,"Cochrane, John H. The Fiscal Theory of the Price Level",63,,2328-8175,2025,TRUE,JEL
JEL-2024-1680,NA,10.1257/jel.20241680,JEL,NA,Journal of Economic Literature,2025-06-01,2,"Culture, Institutions, and Social Equilibria: A Framework",63,,2328-8175,2025,TRUE,JEL
